Hourly measurement data supplied by UK-air on 20/04/2024
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Cambridge Roadside",,,,,
Latitude,,52.202370,,,,,,
Longitude,,0.124456,,,,,,
Site Type,,Urban Traffic,,,,,,
Zone,,Eastern,,,,,,
Agglomeration,,#N/A,,,,,,
Local Authority,,"Cambridge",,,,,,
Date,Time,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status
2020-08-12,06:00:00,9.31968,V ugm-3,28.46879,V ugm-3,42.75877,V ugm-3
2020-08-12,07:00:00,12.56996,V ugm-3,31.9557,V ugm-3,51.22937,V ugm-3
2020-08-12,08:00:00,17.74387,V ugm-3,47.50683,V ugm-3,74.71372,V ugm-3
2020-08-12,09:00:00,10.21517,V ugm-3,35.97211,V ugm-3,51.63515,V ugm-3
2020-08-12,10:00:00,5.20708,V ugm-3,27.82576,V ugm-3,35.80984,V ugm-3
2020-08-12,11:00:00,3.11762,V ugm-3,16.21869,V ugm-3,20.99897,V ugm-3
2020-08-12,12:00:00,3.44928,V ugm-3,21.64464,V ugm-3,26.93346,V ugm-3
2020-08-12,13:00:00,2.08947,V ugm-3,21.19355,V ugm-3,24.39735,V ugm-3
2020-08-12,14:00:00,3.78094,V ugm-3,17.99133,V ugm-3,23.78869,V ugm-3
2020-08-12,15:00:00,1.7578,V ugm-3,18.60804,V ugm-3,21.3033,V ugm-3
2020-08-12,16:00:00,2.02313,V ugm-3,20.58515,V ugm-3,23.68724,V ugm-3
2020-08-12,17:00:00,2.2553,V ugm-3,31.33732,V ugm-3,34.79539,V ugm-3
2020-08-12,18:00:00,3.11762,V ugm-3,31.53678,V ugm-3,36.31706,V ugm-3
2020-08-12,19:00:00,1.79097,V ugm-3,36.76644,V ugm-3,39.51255,V ugm-3
2020-08-12,20:00:00,0.76282,V ugm-3,19.93077,V ugm-3,21.10041,V ugm-3
2020-08-12,21:00:00,0.39799,V ugm-3,15.51939,V ugm-3,16.12964,V ugm-3
2020-08-12,22:00:00,0.46433,V ugm-3,14.50469,V ugm-3,15.21664,V ugm-3
2020-08-12,23:00:00,0.46433,V ugm-3,11.00486,V ugm-3,11.71682,V ugm-3
2020-08-12,24:00:00,0.39799,V ugm-3,12.93257,V ugm-3,13.54281,V ugm-3
2020-08-13,01:00:00,0.04424,V ugm-3,9.53333,V ugm-3,9.60115,V ugm-3
2020-08-13,02:00:00,0.26542,V ugm-3,3.98793,V ugm-3,4.39489,V ugm-3
2020-08-13,03:00:00,0.06635,V ugm-3,3.14372,V ugm-3,3.24546,V ugm-3
2020-08-13,04:00:00,0.13271,V ugm-3,3.75192,V ugm-3,3.9554,V ugm-3
2020-08-13,05:00:00,1.52615,V ugm-3,5.92572,V ugm-3,8.26578,V ugm-3
2020-08-13,06:00:00,3.68266,V ugm-3,13.26828,V ugm-3,18.91495,V ugm-3
2020-08-13,07:00:00,4.87704,V ugm-3,19.04347,V ugm-3,26.52149,V ugm-3
2020-08-13,08:00:00,3.51678,V ugm-3,16.71738,V ugm-3,22.1097,V ugm-3
2020-08-13,09:00:00,5.77282,V ugm-3,18.17706,V ugm-3,27.0286,V ugm-3
2020-08-13,10:00:00,26.44219,V ugm-3,50.88658,V ugm-3,91.4307,V ugm-3
2020-08-13,11:00:00,8.69241,V ugm-3,23.99461,V ugm-3,37.32279,V ugm-3
2020-08-13,12:00:00,7.13309,V ugm-3,15.3307,V ugm-3,26.26794,V ugm-3
2020-08-13,13:00:00,5.67329,V ugm-3,11.43307,V ugm-3,20.132,V ugm-3
2020-08-13,14:00:00,5.3747,V ugm-3,13.20938,V ugm-3,21.45046,V ugm-3
2020-08-13,15:00:00,5.3747,V ugm-3,13.20938,V ugm-3,21.45046,V ugm-3
2020-08-13,16:00:00,4.54527,V ugm-3,12.50345,V ugm-3,19.47276,V ugm-3
2020-08-13,17:00:00,5.60694,V ugm-3,14.22246,V ugm-3,22.81964,V ugm-3
2020-08-13,18:00:00,4.41256,V ugm-3,14.68463,V ugm-3,21.45046,V ugm-3
2020-08-13,19:00:00,1.85792,V ugm-3,9.27099,V ugm-3,12.11977,V ugm-3
2020-08-13,20:00:00,2.45511,V ugm-3,9.16668,V ugm-3,12.93113,V ugm-3
2020-08-13,21:00:00,2.28922,V ugm-3,7.89973,V ugm-3,11.40982,V ugm-3
2020-08-13,22:00:00,2.18969,V ugm-3,7.13956,V ugm-3,10.49704,V ugm-3
2020-08-13,23:00:00,2.0238,V ugm-3,6.58254,V ugm-3,9.68567,V ugm-3
2020-08-13,24:00:00,1.72521,V ugm-3,5.1641,V ugm-3,7.80939,V ugm-3
2020-08-14,01:00:00,0.61951,V ugm-3,3.24117,V ugm-3,4.19107,V ugm-3
2020-08-14,02:00:00,0.53101,V ugm-3,2.09251,V ugm-3,2.90671,V ugm-3
2020-08-14,03:00:00,0.36507,V ugm-3,1.82306,V ugm-3,2.38283,V ugm-3
2020-08-14,04:00:00,0.59739,V ugm-3,2.32872,V ugm-3,3.2447,V ugm-3
2020-08-14,05:00:00,0.53101,V ugm-3,2.2784,V ugm-3,3.09261,V ugm-3
2020-08-14,06:00:00,4.67953,V ugm-3,13.5098,V ugm-3,20.68498,V ugm-3
2020-08-14,07:00:00,10.15558,V ugm-3,23.77035,V ugm-3,39.34202,V ugm-3
2020-08-14,08:00:00,7.23502,V ugm-3,21.75907,V ugm-3,32.85262,V ugm-3
2020-08-14,09:00:00,10.15558,V ugm-3,26.15318,V ugm-3,41.72485,V ugm-3
2020-08-14,10:00:00,8.33023,V ugm-3,25.9101,V ugm-3,38.68294,V ugm-3
2020-08-14,11:00:00,10.52065,V ugm-3,30.81536,V ugm-3,46.9468,V ugm-3
2020-08-14,12:00:00,11.58267,V ugm-3,28.78136,V ugm-3,46.54121,V ugm-3
2020-08-14,13:00:00,7.33459,V ugm-3,23.83714,V ugm-3,35.08335,V ugm-3
2020-08-14,14:00:00,6.7372,V ugm-3,18.41581,V ugm-3,28.74604,V ugm-3
2020-08-14,15:00:00,5.17735,V ugm-3,18.57681,V ugm-3,26.51531,V ugm-3
2020-08-14,16:00:00,8.86124,V ugm-3,23.37215,V ugm-3,36.95919,V ugm-3
2020-08-14,17:00:00,8.03154,V ugm-3,21.60243,V ugm-3,33.91729,V ugm-3
2020-08-14,18:00:00,8.06472,V ugm-3,20.74037,V ugm-3,33.10611,V ugm-3
2020-08-14,19:00:00,5.14417,V ugm-3,16.19417,V ugm-3,24.08178,V ugm-3
2020-08-14,20:00:00,2.48911,V ugm-3,9.872,V ugm-3,13.68859,V ugm-3
2020-08-14,21:00:00,2.5223,V ugm-3,9.82112,V ugm-3,13.68859,V ugm-3
2020-08-14,22:00:00,3.6507,V ugm-3,11.58913,V ugm-3,17.18679,V ugm-3
2020-08-14,23:00:00,4.28127,V ugm-3,10.77435,V ugm-3,17.33888,V ugm-3
2020-08-14,24:00:00,1.82535,V ugm-3,5.97201,V ugm-3,8.77084,V ugm-3
2020-08-15,01:00:00,1.01811,V ugm-3,3.57517,V ugm-3,5.13625,V ugm-3
2020-08-15,02:00:00,0.61972,V ugm-3,2.29372,V ugm-3,3.24395,V ugm-3
2020-08-15,03:00:00,0.56439,V ugm-3,2.02376,V ugm-3,2.88914,V ugm-3
2020-08-15,04:00:00,0.39839,V ugm-3,1.77142,V ugm-3,2.38227,V ugm-3
2020-08-15,05:00:00,0.89638,V ugm-3,2.42707,V ugm-3,3.8015,V ugm-3
2020-08-15,06:00:00,4.38229,V ugm-3,8.28383,V ugm-3,15.00325,V ugm-3
2020-08-15,07:00:00,3.12073,V ugm-3,8.74829,V ugm-3,13.53334,V ugm-3
2020-08-15,08:00:00,4.44869,V ugm-3,13.90961,V ugm-3,20.73084,V ugm-3
2020-08-15,09:00:00,6.87223,V ugm-3,18.05,V ugm-3,28.58727,V ugm-3
2020-08-15,10:00:00,6.47384,V ugm-3,20.18145,V ugm-3,30.10787,V ugm-3
2020-08-15,11:00:00,10.75654,V ugm-3,25.57679,V ugm-3,42.06992,V ugm-3
2020-08-15,12:00:00,11.28773,V ugm-3,21.92386,V ugm-3,39.23147,V ugm-3
2020-08-15,13:00:00,9.09658,V ugm-3,20.01216,V ugm-3,33.96006,V ugm-3
2020-08-15,14:00:00,10.19215,V ugm-3,22.28587,V ugm-3,37.91362,V ugm-3
2020-08-15,15:00:00,9.36217,V ugm-3,19.50355,V ugm-3,33.85868,V ugm-3
2020-08-15,16:00:00,12.11771,V ugm-3,23.74313,V ugm-3,42.32336,V ugm-3
2020-08-15,17:00:00,8.0674,V ugm-3,21.08334,V ugm-3,33.45319,V ugm-3
2020-08-15,18:00:00,8.03421,V ugm-3,16.92726,V ugm-3,29.2462,V ugm-3
2020-08-15,19:00:00,3.71831,V ugm-3,12.34312,V ugm-3,18.04445,V ugm-3
2020-08-15,20:00:00,3.75151,V ugm-3,11.53192,V ugm-3,17.28415,V ugm-3
2020-08-15,21:00:00,3.51912,V ugm-3,11.93893,V ugm-3,17.33483,V ugm-3
2020-08-15,22:00:00,4.1499,V ugm-3,11.88411,V ugm-3,18.2472,V ugm-3
2020-08-15,23:00:00,3.9839,V ugm-3,11.02352,V ugm-3,17.13209,V ugm-3
2020-08-15,24:00:00,3.12073,V ugm-3,10.52232,V ugm-3,15.30737,V ugm-3
2020-08-16,01:00:00,3.01106,V ugm-3,9.30179,V ugm-3,13.91868,V ugm-3
2020-08-16,02:00:00,1.59409,V ugm-3,6.00157,V ugm-3,8.4458,V ugm-3
2020-08-16,03:00:00,1.02952,V ugm-3,3.89431,V ugm-3,5.47288,V ugm-3
2020-08-16,04:00:00,0.69741,V ugm-3,3.49138,V ugm-3,4.56073,V ugm-3
2020-08-16,05:00:00,1.32841,V ugm-3,6.12178,V ugm-3,8.15865,V ugm-3
2020-08-16,06:00:00,2.95571,V ugm-3,7.27521,V ugm-3,11.80723,V ugm-3
2020-08-16,07:00:00,1.12915,V ugm-3,5.56584,V ugm-3,7.29717,V ugm-3
2020-08-16,08:00:00,1.52767,V ugm-3,5.3095,V ugm-3,7.6519,V ugm-3
2020-08-16,09:00:00,1.92619,V ugm-3,6.16801,V ugm-3,9.12147,V ugm-3
2020-08-16,10:00:00,2.98892,V ugm-3,9.09926,V ugm-3,13.6822,V ugm-3
2020-08-16,11:00:00,4.5498,V ugm-3,12.73624,V ugm-3,19.71251,V ugm-3
2020-08-16,12:00:00,5.41327,V ugm-3,15.26357,V ugm-3,23.56379,V ugm-3
2020-08-16,13:00:00,2.69003,V ugm-3,12.24332,V ugm-3,16.36797,V ugm-3
2020-08-16,14:00:00,3.08855,V ugm-3,12.7471,V ugm-3,17.48281,V ugm-3
2020-08-16,15:00:00,3.12176,V ugm-3,11.63201,V ugm-3,16.41864,V ugm-3
2020-08-16,16:00:00,12.08852,V ugm-3,32.4434,V ugm-3,50.97887,V ugm-3
2020-08-16,17:00:00,9.53133,V ugm-3,25.31725,V ugm-3,39.93176,V ugm-3
2020-08-16,18:00:00,2.9225,V ugm-3,14.97803,V ugm-3,19.45913,V ugm-3
2020-08-16,19:00:00,2.05903,V ugm-3,11.13316,V ugm-3,14.2903,V ugm-3
2020-08-16,20:00:00,3.35423,V ugm-3,14.012,V ugm-3,19.15508,V ugm-3
2020-08-16,21:00:00,2.45756,V ugm-3,12.04234,V ugm-3,15.81054,V ugm-3
2020-08-16,22:00:00,7.8044,V ugm-3,18.08359,V ugm-3,30.05017,V ugm-3
2020-08-16,23:00:00,6.54241,V ugm-3,17.02879,V ugm-3,27.06036,V ugm-3
2020-08-16,24:00:00,5.21401,V ugm-3,13.69413,V ugm-3,21.68882,V ugm-3
2020-08-17,01:00:00,0.57584,V ugm-3,4.52112,V ugm-3,5.40405,V ugm-3
2020-08-17,02:00:00,1.10738,V ugm-3,6.40813,V ugm-3,8.10608,V ugm-3
2020-08-17,03:00:00,0.66443,V ugm-3,6.02338,V ugm-3,7.04216,V ugm-3
2020-08-17,04:00:00,0.69765,V ugm-3,5.56714,V ugm-3,6.63685,V ugm-3
2020-08-17,05:00:00,4.81708,V ugm-3,13.9937,V ugm-3,21.37978,V ugm-3
2020-08-17,06:00:00,8.87007,V ugm-3,16.13859,V ugm-3,29.73917,V ugm-3
2020-08-17,07:00:00,41.06146,V ugm-3,34.76888,V ugm-3,97.72891,V ugm-3
2020-08-17,08:00:00,32.6897,V ugm-3,32.76114,V ugm-3,82.88465,V ugm-3
2020-08-17,09:00:00,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
2020-08-17,10:00:00,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
2020-08-17,11:00:00,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
2020-08-17,12:00:00,28.53705,V ugm-3,35.07541,V ugm-3,78.83161,V ugm-3
2020-08-17,13:00:00,23.4542,V ugm-3,40.94382,V ugm-3,76.90642,V ugm-3
2020-08-17,14:00:00,14.71701,V ugm-3,31.33965,V ugm-3,53.90542,V ugm-3
2020-08-17,15:00:00,15.71365,V ugm-3,37.0563,V ugm-3,61.15023,V ugm-3
2020-08-17,16:00:00,15.81331,V ugm-3,34.67432,V ugm-3,58.92106,V ugm-3
2020-08-17,17:00:00,11.46133,V ugm-3,31.46798,V ugm-3,49.04177,V ugm-3
2020-08-17,18:00:00,24.25151,V ugm-3,37.7961,V ugm-3,74.98122,V ugm-3
2020-08-17,19:00:00,11.85998,V ugm-3,26.44904,V ugm-3,44.63409,V ugm-3
2020-08-17,20:00:00,8.87007,V ugm-3,25.91654,V ugm-3,39.51713,V ugm-3
2020-08-17,21:00:00,6.67747,V ugm-3,21.02042,V ugm-3,31.25907,V ugm-3
2020-08-17,22:00:00,14.98278,V ugm-3,26.62579,V ugm-3,49.59907,V ugm-3
2020-08-17,23:00:00,3.48823,V ugm-3,15.82858,V ugm-3,21.17713,V ugm-3
2020-08-17,24:00:00,1.42851,V ugm-3,12.60324,V ugm-3,14.79359,V ugm-3
2020-08-18,01:00:00,0.84091,V ugm-3,9.39358,V ugm-3,10.68296,V ugm-3
2020-08-18,02:00:00,0.39833,V ugm-3,6.21822,V ugm-3,6.82898,V ugm-3
2020-08-18,03:00:00,0.16597,V ugm-3,5.42507,V ugm-3,5.67955,V ugm-3
2020-08-18,04:00:00,0.5643,V ugm-3,5.52425,V ugm-3,6.38949,V ugm-3
2020-08-18,05:00:00,1.72609,V ugm-3,6.63335,V ugm-3,9.27998,V ugm-3
2020-08-18,06:00:00,7.96655,V ugm-3,12.4807,V ugm-3,24.6959,V ugm-3
2020-08-18,07:00:00,20.71302,V ugm-3,19.91425,V ugm-3,51.67377,V ugm-3
2020-08-18,08:00:00,20.87899,V ugm-3,16.97212,V ugm-3,48.98612,V ugm-3
2020-08-18,09:00:00,13.31077,V ugm-3,17.72456,V ugm-3,38.13412,V ugm-3
2020-08-18,10:00:00,14.07423,V ugm-3,19.54584,V ugm-3,41.12603,V ugm-3
2020-08-18,11:00:00,14.87089,V ugm-3,25.17021,V ugm-3,47.97192,V ugm-3
2020-08-18,12:00:00,15.26921,V ugm-3,20.8576,V ugm-3,44.27007,V ugm-3
2020-08-18,13:00:00,17.99112,V ugm-3,24.84843,V ugm-3,52.43442,V ugm-3
2020-08-18,14:00:00,14.63853,V ugm-3,23.54879,V ugm-3,45.99422,V ugm-3
2020-08-18,15:00:00,13.34397,V ugm-3,21.02054,V ugm-3,41.481,V ugm-3
2020-08-18,16:00:00,13.94146,V ugm-3,25.68253,V ugm-3,47.05913,V ugm-3
2020-08-18,17:00:00,15.46838,V ugm-3,22.73276,V ugm-3,46.45061,V ugm-3
2020-08-18,18:00:00,19.94956,V ugm-3,26.40945,V ugm-3,56.99835,V ugm-3
2020-08-18,19:00:00,6.87115,V ugm-3,18.36925,V ugm-3,28.90486,V ugm-3
2020-08-18,20:00:00,9.02875,V ugm-3,24.03668,V ugm-3,37.88057,V ugm-3
2020-08-18,21:00:00,10.58887,V ugm-3,19.46399,V ugm-3,35.70003,V ugm-3
2020-08-18,22:00:00,7.07031,V ugm-3,17.70889,V ugm-3,28.54988,V ugm-3
2020-08-18,23:00:00,3.58495,V ugm-3,12.09962,V ugm-3,17.59646,V ugm-3
2020-08-18,24:00:00,2.15761,V ugm-3,9.16644,V ugm-3,12.47473,V ugm-3
2020-08-19,01:00:00,1.10555,V ugm-3,8.79473,V ugm-3,10.48989,V ugm-3
2020-08-19,02:00:00,0.398,V ugm-3,7.71398,V ugm-3,8.32424,V ugm-3
2020-08-19,03:00:00,0.26533,V ugm-3,8.52649,V ugm-3,8.93333,V ugm-3
2020-08-19,04:00:00,0.63017,V ugm-3,9.13451,V ugm-3,10.10075,V ugm-3
2020-08-19,05:00:00,1.6915,V ugm-3,12.32913,V ugm-3,14.92272,V ugm-3
2020-08-19,06:00:00,17.94315,V ugm-3,23.70192,V ugm-3,51.21437,V ugm-3
2020-08-19,07:00:00,35.38881,V ugm-3,36.89849,V ugm-3,91.16057,V ugm-3
2020-08-19,08:00:00,15.02449,V ugm-3,25.18245,V ugm-3,48.21968,V ugm-3
2020-08-19,09:00:00,10.97816,V ugm-3,19.00189,V ugm-3,35.83483,V ugm-3
2020-08-19,10:00:00,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3
2020-08-19,11:00:00,21.85682,V ugm-3,33.33438,V ugm-3,66.8477,V ugm-3
2020-08-19,12:00:00,21.95632,V ugm-3,32.82651,V ugm-3,66.4924,V ugm-3
2020-08-19,13:00:00,14.89182,V ugm-3,22.13738,V ugm-3,44.97119,V ugm-3
2020-08-19,14:00:00,21.35932,V ugm-3,30.13811,V ugm-3,62.88861,V ugm-3
2020-08-19,15:00:00,19.66782,V ugm-3,35.06656,V ugm-3,65.22346,V ugm-3
2020-08-19,16:00:00,25.80365,V ugm-3,33.27205,V ugm-3,72.83709,V ugm-3
2020-08-19,17:00:00,17.44565,V ugm-3,25.68292,V ugm-3,52.43255,V ugm-3
2020-08-19,18:00:00,20.36432,V ugm-3,26.18194,V ugm-3,57.40679,V ugm-3
2020-08-19,19:00:00,16.55015,V ugm-3,24.51813,V ugm-3,49.89468,V ugm-3
2020-08-19,20:00:00,8.45749,V ugm-3,19.71989,V ugm-3,32.68787,V ugm-3
2020-08-19,21:00:00,8.78916,V ugm-3,18.04392,V ugm-3,31.52044,V ugm-3
2020-08-19,22:00:00,11.24349,V ugm-3,17.83369,V ugm-3,35.07347,V ugm-3
2020-08-19,23:00:00,3.64833,V ugm-3,13.64309,V ugm-3,19.23711,V ugm-3
2020-08-19,24:00:00,2.95183,V ugm-3,9.17846,V ugm-3,13.70454,V ugm-3
2020-08-20,01:00:00,1.37262,V ugm-3,5.48674,V ugm-3,7.5914,V ugm-3
2020-08-20,02:00:00,0.48706,V ugm-3,2.64221,V ugm-3,3.38902,V ugm-3
2020-08-20,03:00:00,0.3985,V ugm-3,1.52405,V ugm-3,2.13508,V ugm-3
2020-08-20,04:00:00,0.73059,V ugm-3,1.82823,V ugm-3,2.94844,V ugm-3
2020-08-20,05:00:00,1.02946,V ugm-3,2.99668,V ugm-3,4.57517,V ugm-3
2020-08-20,06:00:00,18.19825,V ugm-3,20.94907,V ugm-3,48.85266,V ugm-3
2020-08-20,07:00:00,16.37179,V ugm-3,22.02121,V ugm-3,47.12427,V ugm-3
2020-08-20,08:00:00,17.30162,V ugm-3,24.45896,V ugm-3,50.98774,V ugm-3
2020-08-20,09:00:00,13.81473,V ugm-3,19.74007,V ugm-3,40.92237,V ugm-3
2020-08-20,10:00:00,16.90312,V ugm-3,30.15351,V ugm-3,56.07127,V ugm-3
2020-08-20,11:00:00,15.84045,V ugm-3,21.56503,V ugm-3,45.85339,V ugm-3
2020-08-20,12:00:00,18.49713,V ugm-3,28.5736,V ugm-3,56.93547,V ugm-3
2020-08-20,13:00:00,11.12484,V ugm-3,25.08456,V ugm-3,42.14241,V ugm-3
2020-08-20,14:00:00,9.06592,V ugm-3,22.34465,V ugm-3,36.24552,V ugm-3
2020-08-20,15:00:00,11.78901,V ugm-3,27.31963,V ugm-3,45.39587,V ugm-3
2020-08-20,16:00:00,17.00275,V ugm-3,34.16924,V ugm-3,60.23976,V ugm-3
2020-08-20,17:00:00,11.58976,V ugm-3,22.38912,V ugm-3,40.15984,V ugm-3
2020-08-20,18:00:00,10.42747,V ugm-3,24.17128,V ugm-3,40.15984,V ugm-3
2020-08-20,19:00:00,13.41623,V ugm-3,24.16375,V ugm-3,44.73501,V ugm-3
2020-08-20,20:00:00,9.36479,V ugm-3,23.71644,V ugm-3,38.07559,V ugm-3
2020-08-20,21:00:00,11.3573,V ugm-3,24.16894,V ugm-3,41.58323,V ugm-3
2020-08-20,22:00:00,10.46067,V ugm-3,26.56045,V ugm-3,42.59993,V ugm-3
2020-08-20,23:00:00,7.53833,V ugm-3,31.95636,V ugm-3,43.51496,V ugm-3
2020-08-20,24:00:00,2.32459,V ugm-3,15.19388,V ugm-3,18.7582,V ugm-3
2020-08-21,01:00:00,2.61569,V ugm-3,13.57126,V ugm-3,17.58193,V ugm-3
2020-08-21,02:00:00,0.70934,V ugm-3,7.66938,V ugm-3,8.75702,V ugm-3
2020-08-21,03:00:00,0.53201,V ugm-3,6.21025,V ugm-3,7.02598,V ugm-3
2020-08-21,04:00:00,0.36575,V ugm-3,2.90126,V ugm-3,3.46208,V ugm-3
2020-08-21,05:00:00,1.42977,V ugm-3,3.10267,V ugm-3,5.29494,V ugm-3
2020-08-21,06:00:00,7.31507,V ugm-3,10.06531,V ugm-3,21.2816,V ugm-3
2020-08-21,07:00:00,9.24359,V ugm-3,14.2361,V ugm-3,28.40941,V ugm-3
2020-08-21,08:00:00,7.01582,V ugm-3,11.03329,V ugm-3,21.79073,V ugm-3
2020-08-21,09:00:00,6.55032,V ugm-3,9.60871,V ugm-3,19.65239,V ugm-3
2020-08-21,10:00:00,8.41234,V ugm-3,11.53947,V ugm-3,24.4382,V ugm-3
2020-08-21,11:00:00,6.01831,V ugm-3,9.81349,V ugm-3,19.04143,V ugm-3
2020-08-21,12:00:00,7.68083,V ugm-3,17.09052,V ugm-3,28.86763,V ugm-3
2020-08-21,13:00:00,8.01333,V ugm-3,13.83139,V ugm-3,26.11833,V ugm-3
2020-08-21,14:00:00,5.25355,V ugm-3,9.25506,V ugm-3,17.31039,V ugm-3
2020-08-21,15:00:00,8.87784,V ugm-3,17.44439,V ugm-3,31.05688,V ugm-3
2020-08-21,16:00:00,8.54534,V ugm-3,11.23371,V ugm-3,24.33638,V ugm-3
2020-08-21,17:00:00,6.05156,V ugm-3,10.57711,V ugm-3,19.85604,V ugm-3
2020-08-21,18:00:00,6.81632,V ugm-3,11.7974,V ugm-3,22.24895,V ugm-3
2020-08-21,19:00:00,5.71906,V ugm-3,9.7632,V ugm-3,18.5323,V ugm-3
2020-08-21,20:00:00,3.99004,V ugm-3,7.37395,V ugm-3,13.49192,V ugm-3
2020-08-21,21:00:00,5.55281,V ugm-3,10.17086,V ugm-3,18.68504,V ugm-3
2020-08-21,22:00:00,3.32503,V ugm-3,6.40801,V ugm-3,11.50632,V ugm-3
2020-08-21,23:00:00,4.52205,V ugm-3,7.6783,V ugm-3,14.61201,V ugm-3
2020-08-21,24:00:00,5.18705,V ugm-3,8.03329,V ugm-3,15.98666,V ugm-3
2020-08-22,01:00:00,3.72873,V ugm-3,6.7924,V ugm-3,12.5097,V ugm-3
2020-08-22,02:00:00,1.46486,V ugm-3,4.21273,V ugm-3,6.45881,V ugm-3
2020-08-22,03:00:00,0.59926,V ugm-3,3.10941,V ugm-3,4.02826,V ugm-3
2020-08-22,04:00:00,0.53267,V ugm-3,2.54862,V ugm-3,3.36538,V ugm-3
2020-08-22,05:00:00,1.79778,V ugm-3,4.22916,V ugm-3,6.98571,V ugm-3
2020-08-22,06:00:00,4.6942,V ugm-3,9.22131,V ugm-3,16.41898,V ugm-3
2020-08-22,07:00:00,5.72626,V ugm-3,10.5453,V ugm-3,19.32544,V ugm-3
2020-08-22,08:00:00,7.32428,V ugm-3,11.97032,V ugm-3,23.20073,V ugm-3
2020-08-22,09:00:00,6.85819,V ugm-3,11.00229,V ugm-3,21.51804,V ugm-3
2020-08-22,10:00:00,7.49074,V ugm-3,11.46013,V ugm-3,22.94577,V ugm-3
2020-08-22,11:00:00,8.65597,V ugm-3,14.72154,V ugm-3,27.99384,V ugm-3
2020-08-22,12:00:00,13.6498,V ugm-3,15.32493,V ugm-3,36.25432,V ugm-3
2020-08-22,13:00:00,13.54992,V ugm-3,19.81227,V ugm-3,40.58852,V ugm-3
2020-08-22,14:00:00,10.78667,V ugm-3,11.65848,V ugm-3,28.1978,V ugm-3
2020-08-22,15:00:00,11.4858,V ugm-3,19.91777,V ugm-3,37.52909,V ugm-3
2020-08-22,16:00:00,10.45375,V ugm-3,20.12349,V ugm-3,36.15234,V ugm-3
2020-08-22,17:00:00,10.72008,V ugm-3,20.327,V ugm-3,36.76423,V ugm-3
2020-08-22,18:00:00,9.82119,V ugm-3,19.9206,V ugm-3,34.97956,V ugm-3
2020-08-22,19:00:00,7.02465,V ugm-3,16.81494,V ugm-3,27.58592,V ugm-3
2020-08-22,20:00:00,5.26017,V ugm-3,13.75851,V ugm-3,21.82398,V ugm-3
2020-08-22,21:00:00,5.49321,V ugm-3,14.47198,V ugm-3,22.89478,V ugm-3
2020-08-22,22:00:00,7.62391,V ugm-3,15.94708,V ugm-3,27.63691,V ugm-3
2020-08-22,23:00:00,3.02959,V ugm-3,9.93801,V ugm-3,14.58331,V ugm-3
2020-08-22,24:00:00,2.49691,V ugm-3,6.42057,V ugm-3,10.24911,V ugm-3
2020-08-23,01:00:00,3.55563,V ugm-3,7.21305,V ugm-3,12.66494,V ugm-3
2020-08-23,02:00:00,2.48894,V ugm-3,4.76315,V ugm-3,8.57947,V ugm-3
2020-08-23,03:00:00,1.13336,V ugm-3,3.52224,V ugm-3,5.26004,V ugm-3
2020-08-23,04:00:00,1.30003,V ugm-3,5.00301,V ugm-3,6.99636,V ugm-3
2020-08-23,05:00:00,0.80002,V ugm-3,4.49297,V ugm-3,5.71965,V ugm-3
2020-08-23,06:00:00,5.53345,V ugm-3,10.00222,V ugm-3,18.48672,V ugm-3
2020-08-23,07:00:00,1.7667,V ugm-3,6.68766,V ugm-3,9.39657,V ugm-3
2020-08-23,08:00:00,2.20005,V ugm-3,5.61466,V ugm-3,8.98802,V ugm-3
2020-08-23,09:00:00,3.93342,V ugm-3,7.91049,V ugm-3,13.94164,V ugm-3
2020-08-23,10:00:00,3.76675,V ugm-3,7.7575,V ugm-3,13.5331,V ugm-3
2020-08-23,11:00:00,4.56676,V ugm-3,12.55688,V ugm-3,19.55916,V ugm-3
2020-08-23,12:00:00,6.06679,V ugm-3,11.99319,V ugm-3,21.29548,V ugm-3
2020-08-23,13:00:00,6.96681,V ugm-3,14.74971,V ugm-3,25.43201,V ugm-3
2020-08-23,14:00:00,8.06683,V ugm-3,14.18654,V ugm-3,26.55551,V ugm-3
2020-08-23,15:00:00,7.80016,V ugm-3,15.9232,V ugm-3,27.88329,V ugm-3
2020-08-23,16:00:00,11.43357,V ugm-3,19.54434,V ugm-3,37.07558,V ugm-3
2020-08-23,17:00:00,10.86689,V ugm-3,24.14123,V ugm-3,40.80356,V ugm-3
2020-08-23,18:00:00,4.96677,V ugm-3,13.32239,V ugm-3,20.938,V ugm-3
2020-08-23,19:00:00,5.0001,V ugm-3,12.96487,V ugm-3,20.63159,V ugm-3
2020-08-23,20:00:00,5.33345,V ugm-3,12.91337,V ugm-3,21.0912,V ugm-3
2020-08-23,21:00:00,4.93344,V ugm-3,16.28439,V ugm-3,23.84889,V ugm-3
2020-08-23,22:00:00,6.10013,V ugm-3,17.91707,V ugm-3,27.27047,V ugm-3
